,location,name,span,verb
16134,58643,Hermione,"    'Either way, he's still got four legs,' said Hermione coolly.",said
16135,58650,Lavender,"    'Not very good, poor thing,' said Lavender sympathetically.",said
16136,58652,Hermione,"    'I've got a feeling Umbridge has only just started being horrible,' said Hermione darkly.",said
16137,58653,Ron,"    'Impossible,' said Ron, who was tucking into a large plate of eggs and bacon.",said
16138,58655,Hermione,"    'You mark my words, she's going to want revenge on Dumbledore for appointing a new teacher without consulting her,' said Hermione, closing the newspaper.",said
16139,58660,Parvati,as Parvati bypassed the marble staircase,bypassed
16140,58661,Parvati,    Parvati looked at him scornfully over her shoulder.,looked
16141,58665,Harry,"Harry knew it was one of those classrooms that were never used regularly, and therefore had the slightly neglected feeling of a cupboard or storeroom.",knew
16142,58671,Harry,when Harry entered,entered
16143,58672,Harry,"    'Er - hi,' said Harry, shaking hands with the centaur, who surveyed him unblinkingly through those astonishingly blue eyes but did not smile.",said
16144,58676,Harry,    Harry noticed there was the shadow of a hoof-shaped bruise on Firenze's chest.,noticed
16145,58680,Dumbledore,"    'Professor Dumbledore has kindly arranged this classroom for us,' said Firenze, when everyone had settled down, 'in imitation of my natural habitat.",arranged
16146,58685,Parvati,"    'Please - er - sir - ' said Parvati breathlessly, raising her hand, - why not?",said
16147,58696,Hagrid,"Did Hagrid breed you, like the Thestrals?'",breed
16148,58700,Firenze,"Centaurs are not the servants or playthings of humans,' said Firenze quietly.",said
16149,58712,Ron,"Ron said audibly, 'Blimey!'",said
16150,58715,Harry,    Harry stretched out on his back and gazed upwards at the ceiling.,stretched
16151,58720,Trelawney,    'Professor Trelawney did astrology with us!',did
16152,58721,Parvati,"said Parvati excitedly, raising her hand in front of her so that it stuck up in the air as she lay on her back.",said
16153,58723,Firenze,",' said Firenze calmly, '",said
16154,58730,Harry,    Harry turned his head very slightly to look at Parvati.,turned
16155,58732,Harry,"Harry heard the swishing of his tail again as he walked up and down before them, 'but she wastes her time, in the main, on the self-flattering nonsense humans call fortune-telling.",heard
16156,58742,Harry,Harry had ever attended,attended
16157,58747,Ron,"said Ron in a low voice, as they put out their mallowsweet fire.",said
16158,58749,Harry,"; Harry had completely forgotten they were still inside the castle, and quite convinced that he was really in the Forest.",forgotten
16159,58751,Harry,"    Harry and Ron were on the point of following them when Firenze called, 'Harry Potter, a word, please.'",were
16160,58752,Harry,    Harry turned.,turned
16161,58754,Ron,Ron hesitated.,hesitated
16162,58757,Ron,    Ron hastened to obey.,hastened
16163,58760,Harry,"    'Yes,' said Harry.",said
16164,58765,Harry,Harry repeated blankly.,repeated
16165,58767,Hagrid,"- Hagrid has troubles enough, without a centaurs' battle.'",has
16166,58768,Hagrid,    'But - what's Hagrid attempting to do?',attempting
16167,58769,Harry,said Harry nervously.,said
16168,58778,Harry,Harry had felt in the aftermath of The Quibbler interview,felt
16169,58780,Umbridge,    Umbridge had continued attending all Care of Magical Creatures lessons,continued
16170,58781,Harry,"At last, Harry had managed it by pretending he'd lost his copy of Fantastic Beasts and Where to Find Them, and doubling back after class one day.",managed
16171,58782,Hagrid,"When he'd repeated Firenze's words, Hagrid gazed at him for a moment through his puffy, blackened eyes, apparently taken aback.",gazed
16172,58788,Umbridge,"'Because you've got to be careful, Umbridge has already sacked Trelawney and, if you ask me, she's on a roll.",sacked
16173,58790,Hagrid,"    There's things more importan' than keepin' a job,' said Hagrid.",said
16174,58792,Don,Don' worry abou' me,worry
16175,58793,Harry,"    Harry had no choice but to leave Hagrid mopping up the dung all over his floor, but he felt thoroughly dispirited as he trudged back up to the castle.",had
16176,58795,Abbott,Hannah Abbott became the first to receive a Calming Draught from Madam Pomfrey after she burst into tears during Herbology and sobbed that she was too stupid to take exams and wanted to leave school now.,became
16177,58796,Harry,"    If it had not been for the DA lessons, Harry thought he would have been extremely unhappy.",thought
16178,58799,Harry,"as Harry kept reminding them, producing a Patronus in the middle of a brightly lit classroom when they were not under threat",kept
16179,58800,Cho,"    'Oh, don't be such a killjoy,' said Cho brightly, watching her silvery swan-shaped Patronus soar around the Room of Requirement C-Uring their last lesson before Easter.",said
16180,58802,Harry,"    They're not supposed to be pretty, they're supposed to protect you,' said Harry patiently.",said
16181,58803,Boggart,while t'le Boggart was pretending to be a Dementor,pretending
16182,58805,Lavender,"said Lavender, who was shooting puffs of silver vapour out of the end of her wand.",said
16183,58808,Neville,"    Neville was having trouble, Loo.",having
16184,58810,Harry,"    'You've got to think of something happy,' Harry reminded him.",reminded
16185,58811,Neville,",' said Neville miserably,",said
16186,58813,Seamus,"yelled Seamus, who had been brought along to his first ever DA meeting by Dean.",yelled
16187,58818,Patronus,"    Hermione's Patronus, a shining silver otter, was gambolling around her.",gambolling
16188,58822,Harry,"Harry looked round to see who had entered, but there did not seem to be anybody there.",looked
16189,58825,Dobby,Dobby the house-elf peering up at him from beneath his usual eight woolly hats,peering
16190,58835,Potter,"squeaked the elf, trembling from head to foot, 'Harry Potter, sir .",squeaked
16191,58838,Dobby,Dobby has come to warn you .,come
16192,58846,Hermione,Hermione and a few of the other girls let out squeaks of fear and sympathy.,let
16193,58848,Harry,"Harry asked, grabbing the elf's tiny arm and holding him away from anything with which he might seek to hurt himself.",asked
16194,58858,Dobby,    Dobby hit himself hard on the nose with his free fist.,hit
16195,58859,Harry,"Harry seized that, too.",seized
16196,58865,Dobby,"    Dobby nodded,",nodded
16197,58866,Harry,Harry held him at arm's length.,held
16198,58872,Harry,Harry asked quietly.,asked
16199,58873,Dobby,"    Dobby let out a howl, and began beating his bare feet hard on the floor.",let
16200,58875,Harry,"    Harry straightened up and looked around at the motionless, terrified people gazing at the thrashing elf.",straightened
16201,58877,Harry,Harry bellowed.,bellowed
16202,58880,Harry,Harry could hear them sprinting along the corridors and hoped they had the sense not to try and make it all the way to their dormitories.,hear
16203,58886,Harry,said Harry.,said
16204,58891,Harry,Harry glanced left and right,glanced
16205,58895,Malfoy,Malfoy concealed in a niche beneath an ugly dragon-shaped vase,concealed
16206,58900,Umbridge,"    Umbridge came bustling round the far corner, breathless but wearing a delighted smile.",came
16207,58907,Harry,"    Harry got to his feet, glaring at the pair of them.",got
16208,58908,Umbridge,Umbridge looking so happy,looking
16209,58910,Draco,"    'You hop along and see if you can round up any more of them, Draco,' she said.",said
16210,58913,Harry,Harry wondered how many of the others had been caught.,wondered
16211,58914,Hermione,how Hermione would feel if she was expelled before she could take her OWLs,feel
16212,58918,Neville,and Neville had been getting so good .,getting
16213,58922,Umbridge,"Umbridge did not bother to knock, she strode straight inside, still holding tight to Harry.",bother
16214,58924,Dumbledore,"Dumbledore was sitting behind his desk, his expression serene, the tips of his long fingers together.",sitting
16215,58925,McGonagall,"Professor McGonagall stood rigidly beside him, her face extremely tense.",stood
16216,58929,Harry,As Harry entered,entered
16217,58930,Harry,    Harry pulled himself free of Umbridge's grasp as the door swung shut behind them.,pulled
16218,58931,Fudge,Cornelius Fudge was glaring at him with a kind of vicious satisfaction on his face.,was
16219,58936,Harry,    Harry replied with the dirtiest look he could muster.,replied
16220,58938,Umbridge,"    'He was heading back to Gryffindor Tower,' said Umbridge.",said
16221,58948,Harry,    Harry fully intended to respond with a defiant 'yes',intended
16222,58950,Harry,    Harry changed direction mid-word.,changed
16223,58954,Harry,"    'No,' said Harry, firmly.",said
16224,58956,Harry,"    'No, I don't,' said Harry.",said
16225,58958,Harry,"Harry took advantage of his momentary inattention to steal another quick look at Dumbledore, who gave the carpet the tiniest of nods and the shadow of a wink.",took
16226,58959,Umbridge,why Professor Umbridge has brought you to this office,brought
16227,58962,Harry,said Harry.,said
16228,58966,Harry,"    'Not that I'm aware of,' said Harry blandly.",said
16229,58970,Harry,",' said Harry",said
16230,58971,Umbridge,"    'I think, Minister,' said Umbridge silkily from beside him, 'we might make better progress if I fetch our informant.'",said
16231,58972,Umbridge,as Umbridge left the room,left
16232,58974,Dumbledore,"Dumbledore gravely, inclining his head",inclining
16233,58975,Harry,"    There was a wait of several minutes, in which nobody looked at each other, then Harry heard the door open behind him.",heard
16234,58977,Umbridge,"    'Don't be scared, dear, don't be frightened,' said Professor Umbridge softly, patting her on the back, 'it's quite all right, now.",said
16235,58983,Fudge,said Fudge heartily.,said
16236,58989,Umbridge,"    'Never mind the spots now, dear,' said Umbridge impatiently, '",said
16237,58992,Edgecombe,"Well, Minister, Miss Edgecombe here came to my office shortly after dinner this evening and told me she had something she wanted to tell me.",came
16238,59006,Potter,that Potter had met a number of fellow students in the Hog's Head in Hogsmeade,met
16239,59012,McGonagall,"said Professor McGonagall, raising her eyebrows.",said
16240,59017,Dumbledore,said Dumbledore softly,said
16241,59019,Dumbledore,"    'I think you'll find you're wrong there, Dolores,' said Dumbledore quietly, peering at her over the half-moon spectacles perched halfway down his crooked nose.",said
16242,59020,Harry,    Harry stared at him.,stared
16243,59025,Dumbledore,"Go on, then, Dumbledore, go on - '",go
16244,59026,Widdershins,    Willy Widdershins was lying,lying
16245,59029,Weasley,    Percy Weasley let out a hearty laugh.,let
16246,59031,Harry,    Harry could have kicked him.,kicked
16247,59032,Dumbledore,"that Dumbledore was smiling gently, too",smiling
16248,59033,Harry,"    'Cornelius, I do not deny - and nor, I am sure, does Harry - 'that he was in the Hog's Head that day, nor that he was trying to recruit students to a Defence Against the Dark Arts group.",does
